folder,formula,ismetal,H-mass,e-mass,bandgap,bandgap_type,formation_energy_per_atom,ehull,ε∥ ,ε⊥ 
552,OTe2U2,True,,,-1.142,Indirect,-0.6918554700000001,1.148166542,,
553,P2S3,False,-20.448,3.442,2.558,Indirect,-0.1005401779999999,0.073354281,5.103140117,3.794420245
554,P2S5,False,-1.151,-3.4,2.2582,Indirect,-0.0883325111428569,0.059064429,,
555,BBr6P,False,4.808,-6.763,2.5661,Direct,-0.841706926125,0.085349813,4.910231296,2.681143703
556,P2Se5,False,-4.516,-3.244,1.1287,Direct,-0.2172191225714286,0.149467393,,
557,P4S3,False,2.364,0.428,2.6667,Indirect,-0.0336256425714286,0.104147393,,
558,P4S5,False,-4.6,0.912,2.2504,Indirect,-0.0844592984444444,0.080070347,,
559,P4S7,False,-2.108,-6.122,2.5616,Indirect,-0.0809783976363634,0.100578182,,
560,P4S9,False,-4.145,-81.118,2.6561,Indirect,-0.0973945047692306,0.061529615,4.325557644,3.389896987
561,P4Se3,,,,,Direct,-0.1034323665714289,0.138666787,,
562,BBrS,False,4.502,-2.878,3.4431,Direct,-0.8608677246666664,0.051120278,2.892685606,2.764112517
563,P4Se5,False,1.484,-15.104,1.4562,Indirect,-0.1800580795555555,0.124231667,,
564,P4Tc,False,1.018,0.158,0.1613,Indirect,0.0739472567999996,0.50358895,,
565,PS2Zr2,True,,,-1.8227,Indirect,0.2225853434000001,1.838754575,,
566,PS,False,-0.572,-1.242,2.3252,Direct,-0.0434310740000003,0.109392555,,
567,PSe2Th2,True,,,-2.0618,Indirect,0.1116298741999997,2.0422474,,
568,RuSi2Sm2,True,,,-1.1027,Indirect,1.0191698400000004,1.97803565,,
569,S2Ta,True,,,-0.7134,Indirect,0.5011371596666662,1.617510833,,
570,S4Si,True,,,-0.905,Indirect,-0.0665100251999994,0.3832168,,
571,STl6,True,,,-1.0932,Indirect,0.156831478,0.303868635,,
572,BBr,False,-2.059,-2.98,1.2403,Direct,-0.8955054566666669,0.062351583,,
573,SbSe2Th2,True,,,-2.0283,Indirect,0.0268766899999999,1.75481125,,
574,Se2SiZr2,True,,,-1.2338,Indirect,0.0133882368000005,1.508058867,,
575,Se2Si,False,2.374,-57.327,1.7902,Indirect,0.0205491166666664,0.821567583,,
576,Se3SiTl2,False,7.96,0.586,2.1056,Indirect,-0.6121881116666668,0.131114833,,
577,Se,False,-11.77,-5.475,1.567,Indirect,-0.3226624499999999,0.0,,
578,SiTe2Zr2,True,,,-1.1187,Indirect,0.2581445668000004,1.30216704,,
579,TbTe2,True,,,-2.1302,Indirect,-0.0409363056666668,1.233261472,,
580,BCl2N,False,3.104,-11.04,2.9317,Direct,-0.750082119,0.364901229,,
581,AlBr3S,True,,,-0.6765,Indirect,-0.7404069268,0.4506633,,
582,BCl3,False,3.845,4.997,4.6696,Indirect,-1.16748825975,0.082732875,2.254099755,2.408630683
583,BClN,True,,,-0.035,Indirect,-0.5461941098888887,0.765604347,,
584,BCl,False,-4190.003,-6065.494,0.2868,Direct,-0.998744498166667,0.089403625,,
585,BF2,False,-7.531,-182.1,5.1751,Direct,-2.561097966666667,0.137212278,,
586,BH2N,False,4.281,-11.76,5.1231,Indirect,-1.0521366625000006,0.111111792,,
587,BH2O2,False,3.912,4.436,4.892,Indirect,-2.33836242,0.22772754,,
588,BH3O3,False,-1.742,16.354,5.3566,Indirect,-2.5077693357142863,0.068532857,3.697206748,4.217347693
589,AlBr3,False,3.847,-4.59,4.2001,Direct,-1.40359601,0.085926313,2.967877216,2.626619994
590,BH3,False,5.416,-5.256,5.2854,Indirect,-0.7038690749999996,0.027829494,2.439568181,2.45646805
591,BH4N,False,13.539,-2.914,5.1195,Direct,-0.943727408333333,0.038794306,3.416286116,16.69383457
592,BH6N,False,1.818,-2.44,5.5102,Direct,-0.8606859687500004,0.031472375,3.468914968,20.65899918
593,BH7N2,False,13.175,-8.841,4.8013,Direct,-0.6571315650000003,0.267367883,,
594,BHO2,False,5.011,-4.059,5.9354,Direct,-2.954784029166667,0.091885521,,
595,BI3,False,2.85,3.534,2.7471,Indirect,-0.1442112500000001,0.118683438,,
596,AlBr8Nb,False,-0.714,-2.945,1.496,Direct,-1.3653236440000005,0.0717339,,
597,BS2,False,-2.792,2.425,2.4076,Indirect,-0.6101300543333329,0.039502833,,
598,Bi2Br2O,True,,,-2.3038,Indirect,-0.7411272720000002,0.744604163,,
599,Bi2Cl2O,True,,,-1.0998,Indirect,-0.6110652252,0.872254133,,
600,Bi2F2O,True,,,0.0,Direct,-1.1353097600000002,1.0373886,,
